id,title,genres,cast,overview,production_companies,director_name
12,Finding Nemo,"['Animation', 'Family']","['Marlin (voice)', 'Dory (voice)']",nemo an adventurous young clownfish is unexpectedly taken from his great barrier reef home to a dentists office aquarium its up to his worrisome father marlin and a friendly but forgetful fish dory to bring nemo home  meeting vegetarian sharks surfer dude turtles hypnotic jellyfish hungry seagulls and more along the way,['Pixar Animation Studios'],['Andrew Stanton']
122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']","['Frodo Baggins', 'Gandalf the White']",aragorn is revealed as the heir to the ancient kings as he gandalf and the other members of the broken fellowship struggle to save gondor from saurons forces meanwhile frodo and sam bring the ring closer to the heart of mordor the dark lords realm,"['WingNut Films', 'New Line Cinema']",['Peter Jackson']
121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']","['Frodo Baggins', 'Gandalf the White']",frodo and sam are trekking to mordor to destroy the one ring of power while gimli legolas and aragorn search for the orccaptured merry and pippin all along nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard,"['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']",['Peter Jackson']
68737,Seventh Son,"['Adventure', 'Fantasy']","['Master Gregory', 'Mother Malkin']",john gregory who is a seventh son of a seventh son and also the local spook has protected the country from witches boggarts ghouls and all manner of things that go bump in the night however john is not young anymore and has been seeking an apprentice to carry on his trade most have failed to survive the last hope is a young farmers son named thomas ward will he survive the training to become the spook that so many others couldnt,"['Legendary Pictures', 'Thunder Road Pictures', 'Outlaw Sinema', 'Moving Picture Company (MPC)', 'Pendle Mountain Productions', 'China Film Co.']",['Sergei Bodrov']
1995,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['Lara Croft', 'Lord Richard Croft']",english aristocrat lara croft is skilled in handtohand combat and in the middle of a battle with a secret society the shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil powell whos in search of a powerful relic,"['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Eidos Interactive']",['Simon West']
157353,Transcendence,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']","['Dr. Will Caster', 'Max Waters']",two leading computer scientists work toward their goal of technological singularity  as a radical antitechnology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain,"['Alcon Entertainment', 'Syncopy', 'DMG Entertainment', 'Straight Up Films']",['Wally Pfister']
331,Jurassic Park III,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Dr. Alan Grant', 'Paul Kirby']",in need of funds for research dr alan grant accepts a large sum of money to accompany paul and amanda kirby on an aerial tour of the infamous isla sorna it isnt long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new  and even more deadly  dinosaurs try to make snacks of them,"['Universal Studios', 'Amblin Entertainment']",['Joe Johnston']
61791,Rise of the Planet of the Apes,"['Thriller', 'Action', 'Drama', 'Science Fiction']","['Will Rodman', 'Caroline Aranha']",scientist will rodman is determined to find a cure for alzheimers the disease which has slowly consumed his father will feels certain he is close to a breakthrough and tests his latest serum on apes noticing dramatic increases in intelligence and brain activity in the primate subjects  especially caesar his pet chimpanzee,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Chernin Entertainment', 'Big Screen Productions']",['Rupert Wyatt']
8204,The Spiderwick Chronicles,"['Adventure', 'Family', 'Fantasy']","['Jared Grace / Simon Grace', 'Helen Grace']",upon moving into the rundown spiderwick estate with their mother twin brothers jared and simon grace along with their sister mallory find themselves pulled into an alternate world full of faeries and other creatures,"['Paramount Pictures', 'The Kennedy/Marshall Company']",['Mark Waters']
47964,A Good Day to Die Hard,"['Action', 'Thriller']","['John McClane', 'Jack McClane']",iconoclastic takenoprisoners cop john mcclane finds himself for the first time on foreign soil after traveling to moscow to help his wayward son jack  unaware that jack is really a highlytrained cia operative out to stop a nuclear weapons heist with the russian underworld in pursuit and battling a countdown to war the two mcclanes discover that their opposing methods make them unstoppable heroes,"['Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Mid Atlantic Films', 'Big Screen Productions', 'Temple Hill Entertainment', 'TSG Entertainment', 'Giant Pictures', 'Origo Film Group']",['John Moore']
10733,The Alamo,"['Western', 'History', 'War']","['Sam Houston', 'Davy Crockett']",based on the 1836 standoff between a group of texan and tejano men led by davy crockett and jim bowie and mexican dictator santa annas forces at the alamo in san antonio texas,"['Imagine Entertainment', 'Touchstone Pictures']",['John Lee Hancock']
9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']","['Bob Parr / Mr. Incredible (voice)', 'Helen Parr / Elastigirl (voice)']",bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia but when he receives a mysterious assignment its time to get back into costume,"['Walt Disney Pictures', 'Pixar Animation Studios']",['Brad Bird']
1408,Cutthroat Island,"['Action', 'Adventure']","['Morgan Adams', 'William Shaw']",morgan adams and her slave william shaw are on a quest to recover the three portions of a treasure map unfortunately the final portion is held by her murderous uncle dawg her crew is skeptical of her leadership abilities so she must complete her quest before they mutiny against her this is made yet more difficult by the efforts of the british crown to end her pirate raids,"['Le Studio Canal+', 'Laurence Mark Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Carolco Pictures']",['Renny Harlin']
32657,Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy', 'Family']","['Percy Jackson', 'Grover Underwood']",accident prone teenager percy discovers hes actually a demigod the son of poseidon and he is needed when zeus lightning is stolen percy must master his new found skills in order to prevent a war between the gods that could devastate the entire world,"['Ingenious Film Partners', '1492 Pictures', 'Dune Entertainment', 'Fox 2000 Pictures', 'Sunswept Entertainment', 'Dune Entertainment III', 'Big Screen Productions', 'TCF Vancouver Productions']",['Chris Columbus']
607,Men in Black,"['Action', 'Adventure', 'Comedy', 'Science Fiction']","['Agent K', 'James Edwards / Agent J']",men in black follows the exploits of agents kay and jay members of a topsecret organization established to monitor and police alien activity on earth the two men in black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on earth to assassinate two ambassadors from opposing galaxies in order to prevent worlds from colliding the mib must track down the terrorist and prevent the destruction of earth its just another typical day for the men in black,"['Amblin Entertainment', 'Columbia Pictures Corporation', 'Parkes+MacDonald Image Nation']",['Barry Sonnenfeld']
863,Toy Story 2,"['Animation', 'Comedy', 'Family']","['Woody (voice)', 'Buzz Lightyear (voice)']",andy heads off to cowboy camp leaving his toys to their own devices things shift into high gear when an obsessive toy collector named al mcwhiggen owner of als toy barn kidnaps woody andys toys mount a daring rescue mission buzz lightyear meets his match and woody has to decide where he and his heart truly belong,['Pixar Animation Studios'],['John Lasseter']
44048,Unstoppable,"['Action', 'Thriller']","['Frank Barnes', 'Will']",a runaway train transporting deadly toxic chemicals is barreling down on stanton pennsylvania and only two men can stop it a veteran engineer and a young conductor thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Firm Films', 'Prospect Park', 'Millbrook Farm Productions']",['Tony Scott']
5175,Rush Hour 2,"['Action', 'Comedy', 'Crime', 'Thriller']","['Det. James Carter', 'Chief Insp. Lee']",its vacation time for carter as he finds himself alongside lee in hong kong wishing for more excitement while carter wants to party and meet the ladies lee is out to track down a triad gang lord who may be responsible for killing two men at the american embassy things get complicated as the pair stumble onto a counterfeiting plot the boys are soon up to their necks in fist fights and lifethreatening situations a trip back to the us may provide the answers about the bombing the counterfeiting and the true allegiance of sexy customs agent isabella,['New Line Cinema'],['Brett Ratner']
2655,What Lies Beneath,"['Drama', 'Horror', 'Mystery', 'Thriller']","['Dr. Norman Spencer', 'Claire Spencer']",when claire spencer starts hearing ghostly voices and seeing spooky images she wonders if an otherworldly spirit is trying to contact her all the while her husband tries to reassure her by telling her its all in her head but as claire investigates she discovers that the man she loves might know more than hes letting on,"['DreamWorks SKG', 'Twentieth Century Fox Film Corporation', 'ImageMovers']",['Robert Zemeckis']
22794,Cloudy with a Chance of Meatballs,"['Animation', 'Comedy', 'Family']","['Flint Lockwood (voice)', 'Sam Sparks (voice)']",inventor flint lockwood creates a machine that makes clouds rain food enabling the downandout citizens of chewandswallow to feed themselves but when the falling food reaches gargantuan proportions flint must scramble to avert disaster can he regain control of the machine and put an end to the wild weather before the town is destroyed,"['Columbia Pictures', 'Sony Pictures Animation']","['Phil Lord', 'Christopher Miller']"
8355,Ice Age: Dawn of the Dinosaurs,"['Animation', 'Comedy', 'Family', 'Adventure']","['Manny (voice)', 'Sid (voice)']",times are changing for manny the moody mammoth sid the motor mouthed sloth and diego the crafty sabertoothed tiger life heats up for our heroes when they meet some new and nonetoofriendly neighbors  the mighty dinosaurs,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",['Carlos Saldanha']
116745,The Secret Life of Walter Mitty,"['Adventure', 'Comedy', 'Drama', 'Fantasy']","['Walter Mitty', 'Cheryl Melhoff']",a timid magazine photo manager who lives life vicariously through daydreams embarks on a truelife adventure when a negative goes missing,"['New Line Cinema', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Samuel Goldwyn Films', 'Big Screen Productions', 'Red Hour Films', 'TSG Entertainment', 'Down Productions']",['Ben Stiller']
4327,Charlie's Angels,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['Natalie Cook', 'Alex Munday']",aspects of this take on the 1970s hit tv series are similar to the original show angels dylan natalie and alex still work for charlie and interface with bosley they still flip their hair stop traffic with a smile and kick butt the differences are the unsubtle humor the martial arts training and the hightech premise this time theyre hot on the trail of stolen software,['Columbia Pictures'],['McG']
1422,The Departed,"['Drama', 'Thriller', 'Crime']","['William ""Billy"" Costigan, Jr.', 'Staff Sgt. Colin Sullivan']",to take down south bostons irish mafia the police send in one of their own to infiltrate the underworld not realizing the syndicate has done likewise while an undercover cop curries favor with the mob kingpin a career criminal rises through the police ranks but both sides soon discover theres a mole among them,"['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Initial Entertainment Group (IEG)', 'Plan B Entertainment']",['Martin Scorsese']
10674,Mulan,"['Animation', 'Family', 'Adventure']","['Mushu (voice)', '[Singing voice]']",a tomboyish girl disguises herself as a young man so she can fight with the imperial chinese army against the invading huns with help from wisecracking dragon mushu mulan just might save her country  and win the heart of handsome captain li shang,"['Walt Disney Pictures', 'Walt Disney Feature Animation']","['Tony Bancroft', 'Barry Cook']"
7446,Tropic Thunder,"['Action', 'Comedy']","['Tugg Speedman', 'Jeff Portnoy']",vietnam veteran four leaf taybacks memoir tropic thunder is being made into a film but director damien cockburn cant control the cast of prima donnas behind schedule and over budget cockburn is ordered by a studio executive to get filming back on track or risk its cancellation on taybacks advice cockburn drops the actors into the middle of the jungle to film the remaining scenes but unbeknownst to the actors and production the group have been dropped in the middle of the golden triangle the home of heroinproducing gangs,"['DreamWorks SKG', 'Goldcrest Pictures', 'Red Hour Films', 'Internationale Filmproduktion Stella-del-Sud Second']",['Ben Stiller']
65754,The Girl with the Dragon Tattoo,"['Thriller', 'Crime', 'Mystery', 'Drama']","['Mikael Blomkvist', 'Lisbeth Salander']",this englishlanguage adaptation of the swedish novel by stieg larsson follows a disgraced journalist mikael blomkvist as he investigates the disappearance of a weary patriarchs niece from 40 years ago he is aided by the pierced tattooed punk computer hacker named lisbeth salander as they work together in the investigation blomkvist and salander uncover immense corruption beyond anything they have ever imagined,"['Columbia Pictures', 'Scott Rudin Productions', 'Film Rites', 'Metro-Goldwyn-Mayer (MGM)', 'Yellow Bird', 'Ground Control']",['David Fincher']
1572,Die Hard: With a Vengeance,"['Action', 'Thriller']","['John McClane', 'Simon Peter Gruber']",new york detective john mcclane is back and kicking badguy butt in the third installment of this actionpacked series which finds him teaming with civilian zeus carver to prevent the loss of innocent lives mcclane thought hed seen it all until a genius named simon engages mcclane his new partner  and his beloved city  in a deadly game that demands their concentration,"['Twentieth Century Fox Film Corporation', 'Cinergi Pictures Entertainment']",['John McTiernan']
10528,Sherlock Holmes,"['Action', 'Adventure', 'Crime', 'Mystery']","['Sherlock Holmes', 'Dr. John Watson']",eccentric consulting detective sherlock holmes and doctor john watson battle to bring down a new nemesis and unravel a deadly plot that could destroy england,"['Village Roadshow Pictures', 'Silver Pictures', 'Warner Bros.', 'Internationale Filmproduktion Blackbird Dritte', 'Wigram Productions']",['Guy Ritchie']
271969,Ben-Hur,['Drama'],"['Judah Ben-Hur', 'Messala Severus']",a falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him,"['Paramount Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Sean Daniel Company', 'LightWorkers Media']",['Timur Bekmambetov']
10865,Atlantis: The Lost Empire,"['Animation', 'Family', 'Adventure', 'Science Fiction']","['Milo James Thatch (voice)', ""Gaetan 'The Mole' Moliere (voice)""]",the worlds most highly qualified crew of archaeologists and explorers is led by historian milo thatch as they board the incredible 1000foot submarine ulysses and head deep into the mysteries of the sea,"['Walt Disney Pictures', 'Walt Disney Feature Animation']","['Gary Trousdale', 'Kirk Wise']"
258509,Alvin and the Chipmunks: The Road Chip,"['Adventure', 'Animation', 'Comedy', 'Family']","['Dave', 'Alvin (voice)']",through a series of misunderstandings alvin simon and theodore come to believe that dave is going to propose to his new girlfriend in new york city  and dump them they have three days to get to him and stop the proposal,"['Regency Enterprises', 'Fox 2000 Pictures', 'Sunswept Entertainment', 'Bagdasarian Productions', 'TSG Entertainment']",['Walt Becker']
2253,Valkyrie,"['Drama', 'Thriller', 'History', 'War']","['Claus Schenk Graf von Stauffenberg', 'Nina Schenk Gräfin von Stauffenberg']",wounded in africa during world war ii nazi col claus von stauffenberg returns to his native germany and joins the resistance in a daring plan to create a shadow government and assassinate adolf hitler when events unfold so that he becomes a central player he finds himself tasked with both leading the coup and personally killing the führer,"['United Artists', 'Achte Babelsberg Film', 'Metro-Goldwyn-Mayer (MGM)', 'Bad Hat Harry Productions']",['Bryan Singer']
10661,You Don't Mess with the Zohan,"['Comedy', 'Action']","['Zohan', 'The Phantom']",an israeli counterterrorism soldier with a secretly fabulous ambition to become a manhattan hairstylist zohans desire runs so deep that hell do anything  including faking his own death and going headtohead with an arab cab driver  to make his dreams come true,"['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Releasing', 'Relativity Media']",['Dennis Dugan']
257344,Pixels,"['Action', 'Comedy', 'Science Fiction']","['Sam Brenner', 'Violet Van Patten']",video game experts are recruited by the military to fight 1980sera video game characters whove attacked new york,"['Columbia Pictures', 'Happy Madison Productions']",['Chris Columbus']
644,A.I. Artificial Intelligence,"['Drama', 'Science Fiction', 'Adventure']","['David', 'Monica Swinton']",a robotic boy the first programmed to love david is adopted as a test case by a cybertronics employee and his wife though he gradually becomes their child a series of unexpected circumstances make this life impossible for david without final acceptance by humans or machines david embarks on a journey to discover where he truly belongs uncovering a world in which the line between robot and machine is both vast and profoundly thin,"['DreamWorks SKG', 'Amblin Entertainment', 'Stanley Kubrick Productions', 'Warner Bros.']",['Steven Spielberg']
10756,The Haunted Mansion,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']","['Jim Evers', 'Ramsley']",workaholic jim evers and his wifebusiness partner sara get a call one night from mansion owner edward gracey wants to sell his house once the evers family arrive at the mansion a butler takes them to dine with gracey gracey takes one look at sara and he thinks shes his lost lover,"['Walt Disney Pictures', 'Gunn Films', 'Doom Buggy Productions']",['Rob Minkoff']
686,Contact,"['Drama', 'Science Fiction', 'Mystery']","['Eleanor Arroway', 'Palmer Joss']",contact is a science fiction film about an encounter with alien intelligence based on the novel by carl sagan the film starred jodie foster as the one chosen scientist who must make some difficult decisions between her beliefs the truth and reality,"['Warner Bros.', 'South Side Amusement Company']",['Robert Zemeckis']
9383,Hollow Man,"['Action', 'Science Fiction', 'Thriller']","['Sebastian Caine / Hollow Man', 'Linda McKay']",cocky researcher sebastian caine is working on a project to make living creatures invisible and hes so confident hes found the right formula that he tests it on himself and soon begins to vanish the only problem is  noone can determine how to make him visible again caines predicament eventually drives him mad with terrifying results,"['Columbia Pictures Corporation', 'Global Entertainment Productions GmbH & Company Medien KG']",['Paul Verhoeven']
179,The Interpreter,"['Crime', 'Thriller']","['Silvia Broome', 'Tobin Keller']",after silvia broome an interpreter at united nations headquarters overhears plans of an assassination an american secret service agent is sent to investigate,"['Universal Pictures', 'StudioCanal', 'Mirage Enterprises', 'Working Title Films', 'Misher Films', 'Motion Picture JOTA Produktions']",['Sydney Pollack']
76285,Percy Jackson: Sea of Monsters,"['Adventure', 'Family', 'Fantasy']","['Percy Jackson', 'Annabeth Chase']",in their quest to confront the ultimate evil percy and his friends battle swarms of mythical creatures to find the mythical golden fleece and to stop an ancient evil from rising,"['1492 Pictures', 'Dune Entertainment', 'Fox 2000 Pictures', 'Sunswept Entertainment', 'Dune Entertainment III', 'TSG Entertainment']",['Thor Freudenthal']
1996,Lara Croft Tomb Raider: The Cradle of Life,"['Action', 'Adventure', 'Fantasy', 'Thriller']","['Lara Croft', 'Terry Sheridan']",lara croft ventures to an underwater temple in search of the mythological pandoras box but after securing it it is promptly stolen by the villainous leader of a chinese crime syndicate lara must recover the box before the syndicates evil mastermind uses it to construct a weapon of catastrophic capabilities,"['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'October Pictures', 'Eidos Interactive']",['Jan de Bont']
291805,Now You See Me 2,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']","['J. Daniel Atlas', 'Merritt McKinney']",one year after outwitting the fbi and winning the publics adulation with their mindbending spectacles the four horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet,"['Summit Entertainment', 'Lionsgate', 'K/O Paper Products', 'TIK Films']",['Jon M. Chu']
10003,The Saint,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']","['Simon Templar', 'Emma Russell']",ivan tretiak russian mafia boss who wants to create an oil crisis in moscow and seize power as a result sends simon templar great international criminal to england to get a secret formula for cold fusion from us scientist emma russell templar falls in love with emma and they try to outwit tretiak and his guerrillas hiding from them in moscow,"['Paramount Pictures', 'Mace Neufeld Productions', 'Rysher Entertainment']",['Phillip Noyce']
1535,Spy Game,"['Action', 'Crime', 'Thriller']","['Nathan D. Muir', 'Tom Bishop']",veteran spy nathan muir is on the verge of retiring from the cia when he learns that his onetime protégé and close friend tom bishop is a political prisoner sentenced to die in beijing although their friendship has been marred by bad blood and resentment muir agrees to take on the most dangerous mission of his career and rescue bishop,"['Universal Pictures', 'Metropolitan Filmexport', 'Toho-Towa', 'Red Wagon Productions', 'Beacon Communications', 'Kalima Productions GmbH & Co. KG']",['Tony Scott']
2067,Mission to Mars,['Science Fiction'],"['Jim McConnell', ""Woodrow 'Woody' Blake""]",when contact is lost with the crew of the first mars expedition a rescue mission is launched to discover their fate,"['Spyglass Entertainment', 'The Jacobson Company', 'Touchstone Pictures', 'Red Horizon Productions']",['Brian De Palma']
46195,Rio,"['Animation', 'Adventure', 'Comedy', 'Family']","['Blu (voice)', 'Jewel (voice)']",captured by smugglers when he was just a hatchling a macaw named blu never learned to fly and lives a happily domesticated life in minnesota with his human friend linda blu is thought to be the last of his kind but when word comes that jewel a lone female lives in rio de janeiro blu and linda go to meet her animal smugglers kidnap blu and jewel but the pair soon escape and begin a perilous adventure back to freedom  and linda,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",['Carlos Saldanha']
2277,Bicentennial Man,"['Comedy', 'Science Fiction']","['Andrew Martin', 'Richard Martin']",richard martin buys a gift a new ndr114 robot the product is named andrew by the youngest of the familys children bicentennial man follows the life and times of andrew a robot purchased as a household appliance programmed to perform menial tasks as andrew begins to experience emotions and creative thought the martin family soon discovers they dont have an ordinary robot,"['Laurence Mark Productions', '1492 Pictures', 'Columbia Pictures Corporation', 'Touchstone Pictures', 'Radiant Productions']",['Chris Columbus']
10357,Volcano,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['Mike Roark', 'Dr. Amy Barnes']",an earthquake shatters a peaceful los angeles morning and opens a fissure deep into the earth causing lava to start bubbling up as a volcano begins forming in the la brea tar pits the director of the citys emergency management service mike roark working with geologist amy barnes must then use every resource in the city to try and stop the volcano from consuming los angeles,['Twentieth Century Fox Film Corporation'],['Mick Jackson']
4477,The Devil's Own,"['Crime', 'Thriller', 'Drama']","[""Tom O'Meara"", 'Rory Devaney / Francis Austin McGuire']",frankie mcguire one of the iras deadliest assassins draws an american family into the crossfire of terrorism but when he is sent to the us to buy weapons frankie is housed with the family of tom omeara a new york cop who knows nothing about frankies real identity their surprising friendship and toms growing suspicions forces frankie to choose between the promise of peace or a lifetime of murder,['Columbia Pictures'],['Alan J. Pakula']
8665,K-19: The Widowmaker,"['Drama', 'History', 'Thriller']","['Alexei Vostrikov', 'Mikhail Polenin']",when russias first nuclear submarine malfunctions on its maiden voyage the crew must race to save the ship and prevent a nuclear disaster,"['Paramount Pictures', 'Intermedia Films', 'National Geographic Society', 'New Regency Pictures', 'Palomar Pictures (II)', 'First Light Production']",['Kathryn Bigelow']
9387,Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']","['Conan', 'Thulsa Doom']",a film adaptation of the classic sword and sorcery hero conan the barbarian a horde of rampaging warriors massacre the parents of young conan and enslave the young child for years on the wheel of pain as the sole survivor of the childhood massacre conan is released from slavery and taught the ancient arts of fighting transforming himself into a killing machine conan travels into the wilderness to seek vengeance on thulsa doom the man responsible for killing his family in the wilderness conan takes up with the thieves valeria and subotai the group comes upon king osric who wants the trio of warriors to help rescue his daughter who has joined doom in the hills,"['Universal Pictures', 'Dino De Laurentiis Company']",['John Milius']
921,Cinderella Man,"['Romance', 'Drama', 'History']","['Jim Braddock', 'Mae Braddock']",the true story of boxer jim braddock who in the 1920s after his retirement has a surprise comeback in order to get him and his family out of a socially poor state,"['Miramax Films', 'Imagine Entertainment', 'Universal Pictures', 'Parkway Pictures (I)', 'Touchstone Pictures']",['Ron Howard']
49852,The Nutcracker: The Untold Story,"['Fantasy', 'Action', 'Family']","['Mary', 'Uncle Albert']",set in 1920s vienna this a tale of a little girl whose godfather gives her a special doll one christmas eve,"['Vnesheconombank', 'Nutcracker Holdings', 'HCC Media Group', 'Russian Roulette Ltd.']",['Andrei Konchalovsky']
4464,Seabiscuit,"['Drama', 'History']","['Charles Howard', 'Narrator']",true story of the undersized depressionera racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation,"['Universal Pictures', 'Spyglass Entertainment', 'The Kennedy/Marshall Company', 'DreamWorks Pictures', 'Touchstone Pictures']",['Gary Ross']
664,Twister,"['Action', 'Adventure', 'Drama']","['Dr. Jo Harding', 'Bill Harding']",tv weatherman bill harding is trying to get his tornadohunter wife jo to sign divorce papers so he can marry his girlfriend melissa but mother nature in the form of a series of intense storms sweeping across oklahoma has other plans soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados,"['Universal Pictures', 'Amblin Entertainment', 'Warner Bros.', 'Constant c Productions']",['Jan de Bont']
8358,Cast Away,"['Adventure', 'Drama']","['Chuck Noland', 'Kelly Frears']",chuck a top international manager for fedex and kelly a phd student are in love and heading towards marriage then chucks plane to malaysia ditches at sea during a terrible storm hes the only survivor and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircrafts cargo,"['DreamWorks SKG', 'Twentieth Century Fox Film Corporation', 'Playtone', 'ImageMovers']",['Robert Zemeckis']
9836,Happy Feet,"['Animation', 'Comedy']","['Mumble (voice)', 'Ramon / Lovelace the Guru (voice)']",into the world of the emperor penguins who find their soul mates through song a penguin is born who cannot sing but he can tap dance something fierce,"['Kennedy Miller Productions', 'Animal Logic']",['George Miller']
2502,The Bourne Supremacy,"['Action', 'Drama', 'Thriller']","['Jason Bourne', 'Marie Helene Kreutz']",when a cia operation to purchase classified russian documents is blown by a rival agent who then shows up in the sleepy seaside village where bourne and marie have been living the pair run for their lives and bourne who promised retaliation should anyone from his former life attempt contact is forced to once again take up his life as a trained assassin to survive,"['Universal Pictures', 'The Kennedy/Marshall Company', 'Hypnotic', 'Motion Picture THETA Produktionsgesellschaft', 'Ludlum Entertainment']",['Paul Greengrass']
9772,Air Force One,"['Action', 'Thriller']","['President James Marshall', 'Ivan Korshunov']",russian terrorists conspire to hijack the aircraft with the president and his family on board the commander in chief finds himself facing an impossible predicament give in to the terrorists and sacrifice his family or risk everything to uphold his principles  and the integrity of the nation,"['Columbia Pictures Corporation', 'Beacon Communications', 'Radiant Productions']",['Wolfgang Petersen']
161,Ocean's Eleven,"['Thriller', 'Crime']","['Danny Ocean', 'Rusty Ryan']",less than 24 hours into his parole charismatic thief danny ocean is already rolling out his next plan in one night dannys handpicked crew of specialists will attempt to steal more than 150 million from three las vegas casinos but to score the cash danny risks his chances of reconciling with exwife tess,"['Village Roadshow Pictures', 'Section Eight', 'NPV Entertainment', 'Jerry Weintraub Productions', 'Warner Bros.', 'WV Films II']",['Steven Soderbergh']
52451,The Three Musketeers,"['Adventure', 'Action', 'Thriller']","[""M'lady De Winter"", 'Duke of Buckingham']",the hotheaded young dartagnan along with three former legendary but now down on their luck musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the french throne and engulfing europe in war,"['Impact Pictures', 'Studio Babelsberg', 'Nouvelles Éditions de Films (NEF)', 'New Legacy', 'Constantin Film Produktion']",['Paul W.S. Anderson']
76492,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Dracula (voice)', 'Wayne (voice)']",dracula who operates a highend resort away from the human world goes into overprotective mode when a boy discovers the resort and falls for the counts teenaged daughter,"['Columbia Pictures', 'Sony Pictures Animation']",['Genndy Tartakovsky']
4523,Enchanted,"['Comedy', 'Family', 'Fantasy', 'Romance']","['Giselle', 'Robert Philip']",the beautiful princess giselle is banished by an evil queen from her magical musical animated land and finds herself in the gritty reality of the streets of modernday manhattan shocked by this strange new environment that doesnt operate on a happily ever after basis giselle is now adrift in a chaotic world badly in need of enchantment but when giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid  even though she is already promised to a perfect fairy tale prince back home  she has to wonder can a storybook view of romance survive in the real world,"['Walt Disney Pictures', 'Josephson Entertainment', 'Andalasia Productions', 'Right Coast Productions']",['Kevin Lima']
59961,Safe House,"['Action', 'Thriller']","['Tobin Frost', 'Matt Weston']",a dangerous cia renegade resurfaces after a decade on the run when the safe house hes remanded to is attacked by mercenaries a rookie operative escapes with him now the unlikely allies must stay alive long enough to uncover who wants them dead,"['Universal Pictures', 'Dentsu', 'Relativity Media', 'Bluegrass Films']",['Daniel Espinosa']
10481,102 Dalmatians,"['Comedy', 'Family']","['Cruella de Vil', 'Kevin Shepherd']",get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail in an unlikely alliance the outrageous waddlesworth a parrot who thinks hes a rottweiler teams up with oddball an unmarked dalmation puppy eager to earn her spots together they embark on a laughpacked quest to outwit the everscheming cruella de vil,"['Walt Disney Pictures', 'Cruella Productions']",['Kevin Lima']
59108,Tower Heist,"['Action', 'Comedy']","['Josh Kovacs', 'Slide']",a luxury condo manager leads a staff of workers to seek payback on the wall street swindler who defrauded them with only days until the billionaire gets away with the perfect crime the unlikely crew of amateur thieves enlists the help of petty crook slide to steal the 20 million theyre sure is hidden in the penthouse,"['Universal Pictures', 'Image Entertainment', 'Relativity Media', 'Rat Entertainment']",['Brett Ratner']
